id,text_clean,label
4004,did you get any gift this year i didnt get anything so bad,ham
4005,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams,ham
4006,well there s a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that i m a weed fiend make them smoke too much impede their doing other things so you see how i m hesitant,ham
4007,ow u dey i paid 60 400thousad i told u would call,ham
4008,im fine babes aint been up 2 much tho saw scary movie yest its quite funny want 2mrw afternoon at town or mall or sumthin xx,ham
4009,i m reaching home in 5 min,ham
4010,forgot you were working today wanna chat but things are ok so drop me a text when you re free bored etc and i ll ring hope all is well nose essay and all xx,ham
4011,ha then we must walk to everywhere cannot take tram my cousin said can walk to vic market from our hotel,ham
4012,wan2 win a meet greet with westlife 4 u or a m8 they are currently on what tour 1 unbreakable 2 untamed 3 unkempt text 1 2 or 3 to 83049 cost 50p std text,spam
4013,please call our customer service representative on freephone 0808 145 4742 between 9am 11pm as you have won a guaranteed 1000 cash or 5000 prize,spam
4014,discussed with your mother ah,ham
4015,ok,ham
4016,sorry i can t text amp drive coherently see you in twenty,ham
4017,you will be receiving this week s triple echo ringtone shortly enjoy it,spam
4018,in which place i can get rooms cheap,ham
4019,eek that s a lot of time especially since american pie is like 8 minutes long i can t stop singing it,ham
4020,gran onlyfound out afew days ago cusoon honi,ham
4021,u ve been selected to stay in 1 of 250 top british hotels for nothing holiday valued at 350 dial 08712300220 to claim national rate call bx526 sw73ss,spam
4022,university of southern california,ham
4023,we have to pick rayan macleran there,ham
4024,u gd lor go shopping i got stuff to do u wan 2 watch infernal affairs a not come lar,ham
4025,well balls time to make calls,ham
4026,wat time wan today,ham
4027,lt gt in mca but not conform,ham
4028,oh ok wat s ur email,ham
4029,yes princess are you going to make me moan,ham
4030,lol its ok i didn t remember til last nite,ham
4031,anyway many good evenings to u s,ham
4032,cool i ll text you in a few,ham
4033,sorry vikky i m watching olave mandara movie kano in trishul theatre wit my frnds,ham
4034,i m very happy for you babe woo hoo party on dude,ham
4035,i am taking you for italian food how about a pretty dress with no panties,ham
4036,wot u up 2 thout u were gonna call me txt bak luv k,ham
4037,you are chosen to receive a 350 award pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer,spam
4038,how are you holding up,ham
4039,dont flatter yourself tell that man of mine two pints of carlin in ten minutes please,ham
4040,hope you are not scared,ham
4041,i cant pick the phone right now pls send a message,ham
4042,i m at home n ready,ham
4043,please call our customer service representative on freephone 0808 145 4742 between 9am 11pm as you have won a guaranteed 1000 cash or 5000 prize,spam
4044,what time do u get out,ham
4045,i am literally in bed and have been up for like lt gt hours,ham
4046,yes my reg is ciao,ham
4047,if you mean the website yes,ham
4048,win a 1000 cash prize or a prize worth 5000,spam
4049,thanks for your ringtone order reference number x49 your mobile will be charged 4 50 should your tone not arrive please call customer services 09065989182,spam
4050,lol or i could just starve and lose a pound by the end of the day,ham
4051,yeah that s the impression i got,ham
4052,ok ok take care i can understand,ham
4053,motivate behind every darkness there is a shining light waiting for you to find it behind every best friend there is always trust and love bslvyl,ham
4054,ya ok then had dinner,ham
4055,i was slept that time you there,ham
4056,dont make ne plans for nxt wknd coz she wants us to come down then ok,ham
4057,when is school starting where will you stay what s the weather like and the food do you have a social support system like friends in the school all these things are important,ham
4058,ha ha nan yalrigu heltini iyo kothi chikku u shared many things wit me so far i didn t told any body and even uttered a word abt u if ur trusting me so much how can i tell these to others plz nxt time dont use those words to me ok chikku b,ham
4059,noice text me when you re here,ham
4060,hi di is yijue we re meeting at 7 pm at esaplanade tonight,ham
4061,moby pub quiz win a 100 high street prize if u know who the new duchess of cornwall will be txt her first name to 82277 unsub stop 1 50 008704050406 sp,spam
4062,this weeks savamob member offers are now accessible just call 08709501522 for details savamob pobox 139 la3 2wu only 1 50 week savamob offers mobile,spam
4063,aight i ve been set free think you could text me blake s address it occurs to me i m not quite as sure what i m doing as i thought i was,ham
4064,hi dear we saw dear we both are happy where you my battery is low,ham
4065,how are you its been ages how s abj,ham
4066,prof you have passed in all the papers in this sem congrats student enna kalaachutaarama prof gud mrng,ham
4067,dont kick coco when he s down,ham
4068,fyi i m gonna call you sporadically starting at like lt gt bc we are not not doin this shit,ham
4069,you are being contacted by our dating service by someone you know to find out who it is call from your mobile or landline 09064017305 pobox75ldns7,spam
4070,tbs persolvo been chasing us since sept for 38 definitely not paying now thanks to your information we will ignore them kath manchester,spam
4071,hope you re not having too much fun without me see u tomorrow love jess x,ham
4072,ok i wont call or disturb any one i know all are avoiding me i am a burden for all,ham
4073,i ve reached home n i bathe liao u can call me now,ham
4074,loans for any purpose even if you have bad credit tenants welcome call noworriesloans com on 08717111821,spam
4075,was the actual exam harder than nbme,ham
4076,a lot of this sickness thing going round take it easy hope u feel better soon lol,ham
4077,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaid this friend is 4u,ham
4078,87077 kick off a new season with 2wks free goals news to ur mobile txt ur club name to 87077 eg villa to 87077,spam
4079,hey sathya till now we dint meet not even a single time then how can i saw the situation sathya,ham
4080,gam gone after outstanding innings,ham
4081,o i played smash bros lt gt religiously,ham
4082,sir good morning hope you had a good weekend i called to let you know that i was able to raise lt gt from my dad he however said he would make the rest available by mid feb this amount is still quite short and i was hoping you would help do have a good day abiola,ham
4083,hurry home soup is done,ham
4084,no no i will check all rooms befor activities,ham
4085,good afternoon my love it was good to see your words on ym and get your tm very smart move my slave smiles i drink my coffee and await you,ham
4086,quite ok but a bit ex u better go eat smth now else i ll feel guilty,ham
4087,orange brings you ringtones from all time chart heroes with a free hit each week go to ringtones pics on wap to stop receiving these tips reply stop,spam
4088,lemme know when you re here,ham
4089,private your 2003 account statement for 07973788240 shows 800 un redeemed s i m points call 08715203649 identifier code 40533 expires 31 10 04,spam
4090,he needs to stop going to bed and make with the fucking dealing,ham
4091,how are you my love are you with your brother time to talk english with him grins say hey muhommad penny says hello from across the sea,ham
4092,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply of call 08000930705 now,spam
4093,hey doc pls i want to get nice t shirt for my hubby nice fiting ones my budget is lt gt k help pls i will load d card abi hw keep me posted luv 2 mj,ham
4094,i remain unconvinced that this isn t an elaborate test of my willpower,ham
4095,life is nothing wen v get everything but life is everything wen v miss something real value of people wil be realized only in their absence gud mrng,ham
4096,how are you i miss you,ham
4097,i ain t answerin no phone at what is actually a pretty reasonable hour but i m sleepy,ham
4098,hey is rite u put 10 evey mnth is that all,ham
4099,i am going to bed now prin,ham
4100,i think just yourself thanks and see you tomo,ham
4101,if u dun drive then how i go 2 sch,ham
4102,i not at home now lei,ham
4103,gsoh good with spam the ladies u could b a male gigolo 2 join the uk s fastest growing mens club reply oncall mjzgroup 08714342399 2stop reply stop msg 1 50rcvd,spam
4104,ok then i will come to ur home after half an hour,ham
4105,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094599,spam
4106,do u hav any frnd by name ashwini in ur college,ham
4107,jus finish my lunch on my way home lor i tot u dun wan 2 stay in sch today,ham
4108,k then 2marrow are you coming to class,ham
4109,hot live fantasies call now 08707500020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,spam
4110,pls send me your address sir,ham
4111,i want to lick your pussy now,ham
4112,yo you gonna still be in stock tomorrow today i m trying to get a dubsack,ham
4113,urgent your mobile number has been awarded a ukp 2000 prize guaranteed call 09061790125 from landline claim 3030 valid 12hrs only 150ppm,spam
4114,i ll see but prolly yeah,ham
4115,thought we could go out for dinner i ll treat you seem ok,ham
4116,where are you what do you do how can you stand to be away from me doesn t your heart ache without me don t you wonder of me don t you crave me,ham
4117,sorry you never hear unless you book it one was kinda a joke thet were really looking for skinny white girls the other was one line you can only do so much on camera with that something like that they re casting on the look,ham
4118,what you doing how are you,ham
4119,sure thing big man i have hockey elections at 6 shouldn t go on longer than an hour though,ham
4120,watch lor i saw a few swatch one i thk quite ok ard 116 but i need 2nd opinion leh,ham
4121,hiya do u like the hlday pics looked horrible in them so took mo out hows the camp amrca thing speak soon serena,ham
4122,babe how goes that day what are you up to i miss you already my love loving kiss i hope everything goes well,ham
4123,yunny i m goin to be late,ham
4124,doc prescribed me morphine cause the other pain meds aren t enough waiting for my mom to bring it that med should kick in fast so i m gonna try to be on later,ham
4125,cool want me to go to kappa or should i meet you outside mu,ham
4126,hey sexy buns have i told you i adore you loverboy i hope you remember to thank your sister in law for those meatballs grins i love you babe,ham
4127,may b approve panalam but it should have more posts,ham
4128,spjanuary male sale hot gay chat now cheaper call 08709222922 national rate from 1 5p min cheap to 7 8p min peak to stop texts call 08712460324 10p min,spam
4129,sorry i ll call later,ham
4130,i dont thnk its a wrong calling between us,ham
4131,me i m not workin once i get job,ham
4132,and by when you re done i mean now,ham
4133,its ur luck to love someone its ur fortune to love the one who loves u but its a miracle to love a person who can t love anyone except u gud nyt,ham
4134,hi baby ive just got back from work and i was wanting to see u allday i hope i didnt piss u off on the phone today if u are up give me a call xxx,ham
4135,freemsg today s the day if you are ready i m horny live in your town i love sex fun games netcollex ltd 08700621170150p per msg reply stop to end,spam
4136,is it your yahoo boys that bring in the perf or legal,ham
4137,no need to say anything to me i know i am an outsider,ham
4138,have you ever had one foot before,ham
4139,just got to lt gt,ham
4140,good no don t need any receipts well done yes please tell what s her number i could ring her,ham
4141,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt,ham
4142,leave it wif me lar wan to carry meh so heavy is da num 98321561 familiar to,ham
4143,beautiful truth expression of the face could be seen by everyone but the depression of heart could be understood only by the loved ones gud ni8,ham
4144,infact happy new year how are you where are you when are we seeing,ham
4145,in the simpsons movie released in july 2007 name the band that died at the start of the film a green day b blue day c red day send a b or c,spam
4146,that s a shame maybe cld meet for few hrs tomo,ham
4147,lol i would but despite these cramps i like being a girl,ham
4148,i can t wait for cornwall hope tonight isn t too bad as well but it s rock night shite anyway i m going for a kip now have a good night speak to you soon,ham
4149,pls help me tell sura that i m expecting a battery from hont and that if should pls send me a message about how to download movies thanks,ham
4150,please call amanda with regard to renewing or upgrading your current t mobile handset free of charge offer ends today tel 0845 021 3680 subject to t s and c s,spam
4151,haven t found a way to get another app for your phone eh will you go to the net cafe did you take that job geeee i need you babe i crave to see you,ham
4152,i only work from mon to thurs but sat i cant leh booked liao which other day u free,ham
4153,comin to fetch us oredi,ham
4154,what s nannys address,ham
4155,urgent your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost 1 50 pm max10mins,spam
4156,haf u eaten wat time u wan me 2 come,ham
4157,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call 08000930705 for free delivery,spam
4158,yo call me when you get the chance a friend of mine wanted me to ask you about a big order,ham
4159,this single single answers are we fighting plus i said am broke and you didnt reply,ham
4160,it certainly puts things into perspective when something like this happens,ham
4161,now got tv 2 watch meh u no work today,ham
4162,i felt so not any conveying reason ese he what about me,ham
4163,had your mobile 11 months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on 08002986030,spam
4164,how s it going got any exciting karaoke type activities planned i m debating whether to play football this eve feeling lazy though,ham
4165,i told that am coming on wednesday,ham
4166,its ok called mom instead have fun,ham
4167,dear voucher holder to claim this weeks offer at your pc please go to ts cs apply,spam
4168,well if i m that desperate i ll just call armand again,ham
4169,are you at work right now,ham
4170,congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,spam
4171,haven t heard anything and he s not answering my texts so i m guessing he flaked that said the jb is fantastic,ham
4172,mmmmmm i love you so much ahmad i can t wait for this year to begin as every second takes me closer to being at your side happy new year my love,ham
4173,pls what s the full name of joke s school cos fees in university of florida seem to actually be lt gt k pls holla back,ham
4174,sorry i ll call later,ham
4175,ok but they said i ve got wisdom teeth hidden inside n mayb need 2 remove,ham
4176,and pls pls drink plenty plenty water,ham
4177,how are you doing how s the queen are you going for the royal wedding,ham
4178,he s in lag that s just the sad part but we keep in touch thanks to skype,ham
4179,ok lor then we go tog lor,ham
4180,two teams waiting for some players,ham
4181,can send me a copy of da report,ham
4182,swhrt how u dey hope ur ok tot about u 2day love n miss take care,ham
4183,ok da i already planned i wil pick you,ham
4184,urgent please call 0906346330 your abta complimentary 4 spanish holiday or 10 000 cash await collection sae t cs box 47 po19 2ez 150ppm 18,spam
4185,sorry i ll call later in meeting,ham
4186,i just really need shit before tomorrow and i know you won t be awake before like 6,ham
4187,i m good have you registered to vote,ham
4188,hmm ok i ll stay for like an hour cos my eye is really sore,ham
4189,dear got bus directly to calicut,ham
4190,mm umma ask vava also to come tell him can play later together,ham
4191,well the general price is lt gt oz let me know if when how much you want,ham
4192,sorry i ll call later,ham
4193,each moment in a day has its own value morning brings hope afternoon brings faith evening brings luv night brings rest wish u find them all today good morning,ham
4194,lt gt w jetton ave if you forgot,ham
4195,ok i m coming home now,ham
4196,can not use foreign stamps in this country,ham
4197,double mins and txts 4 6months free bluetooth on orange available on sony nokia motorola phones call mobileupd8 on 08000839402 or call2optout n9dx,spam
4198,sorry it s a lot of friend of a friend stuff i m just now about to talk to the actual guy who wants to buy,ham
4199,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16,spam
4200,want to funk up ur fone with a weekly new tone reply tones2u 2 this text www ringtones co uk the original n best tones 3gbp network operator rates apply,spam
4201,cmon babe make me horny turn me on txt me your fantasy now babe im hot sticky and need you now all replies cost 1 50 2 cancel send stop,spam
4202,i will come tomorrow di,ham
4203,wylie update my weed dealer carlos went to freedom and had a class with lunsford,ham
4204,are you happy baby are you alright did you take that job i hope your fine i send you a kiss to make you smile from across the sea kiss kiss,ham
4205,c movie is juz last minute decision mah juz watch 2 lar but i tot not interested,ham
4206,how are you enjoying this semester take care brother,ham
4207,important information 4 orange user 0796xxxxxx today is ur lucky day 2 find out why log onto there s a fantastic prizeawaiting you,spam
4208,get the door i m here,ham
4209,lets use it next week princess,ham
4210,or i go home first lar wait 4 me lor i put down my stuff first,ham
4211,i want kfc its tuesday only buy 2 meals only 2 no gravy only 2 mark 2,ham
4212,no da he is stupid da always sending like this don believe any of those message pandy is a mental,ham
4213,oi when you gonna ring,ham
4214,missed call alert these numbers called but left no message 07008009200,spam
4215,i attended but nothing is there,ham
4216,ard 530 like dat lor we juz meet in mrt station then dun haf to come out,ham
4217,no dear i was sleeping p,ham
4218,er mw im filled tuth is aight,ham
4219,will be office around 4 pm now i am going hospital,ham
4220,actually i m waiting for 2 weeks when they start putting ad,ham
4221,anything lor if they all go then i go lor,ham
4222,u free on sat rite u wan 2 watch infernal affairs wif me n darren n mayb xy,ham
4223,plz note if anyone calling from a mobile co amp asks u to type lt gt or lt gt do not do so disconnect the call coz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn,ham
4224,yo you around a friend of mine s lookin to pick up later tonight,ham
4225,stupid auto correct on my phone,ham
4226,double eviction this week spiral and michael and good riddance to them,ham
4227,the world suffers a lot not because of the violence of bad people but because of the silence of good people gud night,ham
4228,ok thats cool its just off either raglan rd or edward rd behind the cricket ground gimme ring when ur closeby see you tuesday,ham
4229,buy one egg for me da please,ham
4230,have you started in skye,ham
4231,have you bookedthe hut and also your time off how are you by the way,ham
4232,and several to you sir,ham
4233,u really pig leh sleep so much my dad wake me up at 10 smth 2 eat lunch today,ham
4234,i m at home please call,ham
4235,my love i hope your not doing anything drastic don t you dare sell your pc or your phone,ham
4236,now only i reached home i am very tired now i will come tomorro,ham
4237,freemsg our records indicate you may be entitled to 3750 pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop,spam
4238,u can win 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www idew com skillgame 1winaweek age16 150ppermesssubscription,spam
4239,life style garments account no please,ham
4240,lol wtf random btw is that your lunch break,ham
4241,sez hows u de arab boy hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx,ham
4242,the lay man just to let you know you are missed and thought off do have a great day and if you can send me bimbo and ugo s numbers ill appreciate safe,ham
4243,detroit the home of snow enjoy it,ham
4244,show ur colours euro 2004 2 4 1 offer get an england flag 3lions tone on ur phone click on the following service message for info,spam
4245,okie,ham
4246,aight i m chillin in a friend s room so text me when you re on the way,ham
4247,is toshiba portege m100 gd,ham
4248,well welp is sort of a semiobscure internet thing,ham
4249,text pass to 69669 to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones,spam
4250,accordingly i repeat just text the word ok on your mobile phone and send,spam
4251,loosu go to hospital de dont let it careless,ham
4252,how much for an eighth,ham
4253,omg joanna is freaking me out she s looked thru all my friends to find photos of me and then she s asking about stuff on my myspace which i haven t even logged on in like a year,ham
4254,send ur birthdate with month and year i will tel u ur life partner s name and the method of calculation reply must,ham
4255,juz now havent woke up so a bit blur blur can dad went out liao i cant cum now oso,ham
4256,how about clothes jewelry and trips,ham
4257,block breaker now comes in deluxe format with new features and great graphics from t mobile buy for just 5 by replying get bbdeluxe and take the challenge,spam
4258,aah a cuddle would be lush i d need lots of tea and soup before any kind of fumbling,ham
4259,important information 4 orange user today is your lucky day 2find out why log onto there s a fantastic surprise awaiting you,spam
4260,i am late i will be there at,ham
4261,sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish,ham
4262,are you plans with your family set in stone,ham
4263,pls dont forget to study,ham
4264,you ll never believe this but i have actually got off at taunton wow,ham
4265,den only weekdays got special price haiz cant eat liao cut nails oso muz wait until i finish drivin wat lunch still muz eat wat,ham
4266,she just broke down a list of reasons why nobody s in town and i can t tell if she s being sarcastic or just faggy,ham
4267,lt decimal gt m but its not a common car here so its better to buy from china or asia or if i find it less expensive i ll holla,ham
4268,the greatest test of courage on earth is to bear defeat without losing heart gn tc,ham
4269,sorry im stil fucked after last nite went tobed at 430 got up 4 work at 630,ham
4270,hey so whats the plan this sat,ham
4271,beauty sleep can help ur pimples too,ham
4272,great hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,ham
4273,natalja 25 f is inviting you to be her friend reply yes 440 or no 440 see her www sms ac u nat27081980 stop send stop frnd to 62468,spam
4274,where to get those,ham
4275,kind of just missed train cos of asthma attack nxt one in half hr so driving in not sure where to park,ham
4276,ball is moving a lot will spin in last so very difficult to bat,ham
4277,haiyoh maybe your hamster was jealous of million,ham
4278,can you please send me my aunty s number,ham
4279,i m glad you are following your dreams,ham
4280,i ve reached home finally,ham
4281,urgent important information for 02 user today is your lucky day 2 find out why log onto there is a fantastic surprise awaiting you,spam
4282,winner as a valued network customer you have been selected to receivea 900 prize reward to claim call 09061701461 claim code kl341 valid 12 hours only,spam
4283,wn u r hurt by d prsn who s close 2 u do fight wit dem coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation gud eveb,ham
4284,u can call now,ham
4285,science tells that chocolate will melt under the sunlight please don t walk under the sunlight bcoz i don t want to loss a sweet friend,ham
4286,yes i come to nyc for audiitions and am trying to relocate,ham
4287,i pocked you up there before,ham
4288,congrats that s great i wanted to tell you not to tell me your score cos it might make me relax but its motivating me so thanks for sharing,ham
4289,i wud never mind if u dont miss me or if u dont need me but u wil really hurt me wen u need me amp u dont tell me take care,ham
4290,hey mr whats the name of that bill brison book the one about language and words,ham
4291,okay good no problem and thanx,ham
4292,for you information ikea is spelled with all caps that is not yelling when you thought i had left you you were sitting on the bed among the mess when i came in i said we were going after you got home from class please don t try and bullshit me it makes me want to listen to you less,ham
4293,call me when u re done,ham
4294,g w r,ham
4295,you best watch what you say cause i get drunk as a motherfucker,ham
4296,kit strip you have been billed 150p netcollex ltd po box 1013 ig11 oja,spam
4297,hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more info www 100percent real com,spam
4298,please call 08712402578 immediately as there is an urgent message waiting for you,spam
4299,thesmszone com lets you send free anonymous and masked messages im sending this message from there do you see the potential for abuse,spam
4300,well done your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tcs pobox334 stockport sk38xh cost 1 50 pm max10mins,spam
4301,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,ham
4302,erm woodland avenue somewhere do you get the parish magazine his telephone number will be in there,ham
4303,are there ta jobs available let me know please cos i really need to start working,ham
4304,aiyar hard 2 type u later free then tell me then i call n scold n tell u,ham
4305,yup i m free,ham
4306,good good billy mates all gone just been jogging again did enjoy concert,ham
4307,yo come over carlos will be here soon,ham
4308,awww dat is sweet we can think of something to do he he have a nice time tonight ill probably txt u later cos im lonely xxx,ham
4309,i guess it is useless calling u 4 something important,ham
4310,ha ha had popped down to the loo when you hello ed me hello,ham
4311,he dint tell anything he is angry on me that why you told to abi,ham
4312,someone u know has asked our dating service 2 contact you cant guess who call 09058091854 now all will be revealed po box385 m6 6wu,spam
4313,it so happens that there r 2waxsto do wat you want she can come and ill get her medical insurance and she ll be able to deliver and have basic care i m currently shopping for the right medical insurance for her so just give me til friday morning thats when i ll see the major person that can guide me to the right insurance,ham
4314,i keep ten rs in my shelf buy two egg,ham
4315,i wasn t well babe i have swollen glands at my throat what did you end up doing,ham
4316,is ur changes 2 da report big cos i ve already made changes 2 da previous report,ham
4317,captain is in our room,ham
4318,i can t speak bcaz mobile have problem i can listen you but you cann t listen my voice so i calls you later,ham
4319,hiya stu wot u up 2 im in so much truble at home at moment evone hates me even u wot the hell av i done now y wont u just tell me text bck please luv dan,ham
4320,s i will take mokka players only,ham
4321,are you still playing with gautham,ham
4322,hey mr and i are going to the sea view and having a couple of gays i mean games give me a bell when ya finish,ham
4323,k jason says he s gonna be around so i ll be up there around lt gt,ham
4324,sorry i will be able to get to you see you in the morning,ham
4325,aight well keep me informed,ham
4326,i am not having her number sir,ham
4327,am only searching for good dual sim mobile pa,ham
4328,that seems unnecessarily hostile,ham
4329,dude got a haircut now its breezy up there,ham
4330,congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,spam
4331,1apple day no doctor 1tulsi leaf day no cancer 1lemon day no fat 1cup milk day no bone problms 3 litres watr day no diseases snd ths 2 whom u care,ham
4332,i thought we were doing a king of the hill thing there,ham
4333,nope i ll come online now,ham
4334,also tell him i said happy birthday,ham
4335,y bishan lei i tot say lavender,ham
4336,boo what time u get out u were supposed to take me shopping today,ham
4337,now u sound like manky scouse boy steve like i is travelling on da bus home wot has u inmind 4 recreation dis eve,ham
4338,fyi i m taking a quick shower be at epsilon in like lt gt min,ham
4339,on a tuesday night r u 4 real,ham
4340,yes when is the appt again,ham
4341,just got outta class gonna go gym,ham
4342,i want to sent lt gt mesages today thats y sorry if i hurts,ham
4343,all write or wat,ham
4344,ha i wouldn t say that i just didn t read anything into way u seemed i don t like 2 be judgemental i save that for fridays in the pub,ham
4345,its a valentine game send dis msg to all ur friends if 5 answers r d same then someone really loves u ques which colour suits me the best,ham
4346,hi did you asked to waheeda fathima about leave,ham
4347,enjoy urself tmr,ham
4348,you still around i could use a half 8th,ham
4349,u 447801259231 have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094597,spam
4350,you give us back my id proof and lt gt rs we wont allow you to work we will come to your home within days,ham
4351,bot notes oredi cos i juz rem i got,ham
4352,yes rent is very expensive so its the way we save,ham
4353,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,ham
4354,hows the pain dear y r u smiling,ham
4355,fun fact although you would think armand would eventually build up a tolerance or some shit considering how much he smokes he gets fucked up in like 2 hits,ham
4356,important information 4 orange user 0789xxxxxxx today is your lucky day 2find out why log onto there s a fantastic surprise awaiting you,spam
4357,sorry i can t help you on this,ham
4358,great so should i send you my account number,ham
4359,hellogorgeous hows u my fone was on charge lst nitw wen u texd me hopeu ad a nice wkend as im sure u did lookin 4ward 2 c in u 2mrw luv jaz,ham
4360,our dating service has been asked 2 contact u by someone shy call 09058091870 now all will be revealed pobox84 m26 3uz 150p,spam
4361,only send me the contents page,ham
4362,night sweet sleep well i ve just been to see the exorcism of emily rose and may never sleep again hugs and snogs,ham
4363,don t think about what u have got think about how to use it that you have got good ni8,ham
4364,i can t right this second gotta hit people up first,ham
4365,evry emotion dsn t hav words evry wish dsn t hav prayrs if u smile d world is wit u othrwise even d drop of tear dsn t lik 2 stay wit u so b happy good morning keep smiling,ham
4366,so what about you what do you remember,ham
4367,ujhhhhhhh computer shipped out with address to sandiago and parantella lane wtf poop,ham
4368,mm yes dear look how i am hugging you both p,ham
4369,i like dis sweater fr mango but no more my size already so irritating,ham
4370,1 i don t have her number and 2 its gonna be a massive pain in the ass and i d rather not get involved if that s possible,ham
4371,anytime lor,ham
4372,do you want a new video handset 750 any time any network mins unlimited text camcorder reply or call now 08000930705 for del sat am,spam
4373,purity of friendship between two is not about smiling after reading the forwarded message its about smiling just by seeing the name gud evng,ham
4374,ur balance is now 600 next question complete the landmark big a bob b barry or c ben text a b or c to 83738 good luck,spam
4375,me fine absolutly fine,ham
4376,k and you re sure i don t have to have consent forms to do it v,ham
4377,ur tonexs subscription has been renewed and you have been charged 4 50 you can choose 10 more polys this month www clubzed co uk billing msg,spam
4378,if you don t your prize will go to another customer t c at www t c biz 18 150p min polo ltd suite 373 london w1j 6hl please call back if busy,spam
4379,how much is torch in 9ja,ham
4380,doing nothing then u not having dinner w us,ham
4381,how are you just checking up on you,ham
4382,done it but internet connection v slow and can t send it will try again later or first thing tomo,ham
4383,mathews or tait or edwards or anderson,ham
4384,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number joke,ham
4385,no need lar i go engin cos my sis at arts today,ham
4386,thanks honey but still haven t heard anything i will leave it a bit longer so not 2 crowd him and will try later great advice thanks hope cardiff is still there,ham
4387,do you want a new nokia 3510i colour phone delivered tomorrow with 200 free minutes to any mobile 100 free text free camcorder reply or call 8000930705,spam
4388,im on the snowboarding trip i was wondering if your planning to get everyone together befor we go a meet and greet kind of affair cheers,ham
4389,s i m watching it in live,ham
4390,see you then we re all christmassy here,ham
4391,k i m ready lt gt,ham
4392,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,ham
4393,the greatest test of courage on earth is to bear defeat without losing heart gn tc,ham
4394,what are your new years plans,ham
4395,recpt 1 3 you have ordered a ringtone your order is being processed,spam
4396,baaaaaaaabe wake up i miss you i crave you i need you,ham
4397,only just got this message not ignoring you yes i was shopping that is,ham
4398,dear why you mood off i cant drive so i brother to drive,ham
4399,when did dad get back,ham
4400,can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand,ham
4401,yes just finished watching days of our lives i love it,ham
4402,juz go google n search 4 qet,ham
4403,many times we lose our best ones bcoz we are,ham
4404,good friends care for each other close friends understand each other and true friends stay forever beyond words beyond time gud ni8,ham
4405,just getting back home,ham
4406,sorry i ll call later lt gt mins,ham
4407,dun need to use dial up juz open da browser n surf,ham
4408,as one of our registered subscribers u can enter the draw 4 a 100 g b gift voucher by replying with enter to unsubscribe text stop,spam
4409,awesome plan to get here any time after like lt gt i ll text you details in a wee bit,ham
4410,take care and sleep well you need to learn to change in life you only need to get convinced on that i will wait but no more conversations between us get convinced by that time your family is over for you in many senses respect them but not overemphasise or u have no role in my life,ham
4411,for your chance to win a free bluetooth headset then simply reply back with adp,spam
4412,you also didnt get na hi hi hi hi hi,ham
4413,ya but it cant display internal subs so i gotta extract them,ham
4414,if i said anything wrong sorry de,ham
